Buff ID;Item Name;Max Buy Price (RMB);Min Sell Price (RMB);Quick Price (RMB);Reference Price (RMB);Steam Market Price (USD);Steam Market URL
43708;★ StatTrak™ Karambit | Black Laminate (Well-Worn);4220;4500;4499.5;4500;791.52;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Karambit%20%7C%20Black%20Laminate%20%28Well-Worn%29
39769;StatTrak™ USP-S | Torque (Battle-Scarred);14.2;16.5;16.4;16.5;3.12;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20USP-S%20%7C%20Torque%20%28Battle-Scarred%29
38740;StatTrak™ Glock-18 | Wasteland Rebel (Well-Worn);71;83.46;83.36;83.46;13.72;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Glock-18%20%7C%20Wasteland%20Rebel%20%28Well-Worn%29
42853;★ Gut Knife | Scorched (Field-Tested);405;450.3;449.8;450.3;77.74;https://steamcommunity.com/market/listings/730/%E2%98%85%20Gut%20Knife%20%7C%20Scorched%20%28Field-Tested%29
37755;Souvenir MAC-10 | Nuclear Garden (Battle-Scarred);17.8;19.4;19.3;19.4;3.74;https://steamcommunity.com/market/listings/730/Souvenir%20MAC-10%20%7C%20Nuclear%20Garden%20%28Battle-Scarred%29
911689;Sticker | slaxz- (Gold) | Rio 2022;23.5;32.8;28.16;28.26;4.04;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20slaxz-%20%28Gold%29%20%7C%20Rio%202022
768242;Sticker | Vega Squadron (Holo) | Katowice 2019;11;17.29;17.19;17.29;3.25;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Vega%20Squadron%20%28Holo%29%20%7C%20Katowice%202019
768178;Sticker | ENCE (Holo) | Katowice 2019;4.3;4.86;4.85;4.86;0.84;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20ENCE%20%28Holo%29%20%7C%20Katowice%202019
39398;StatTrak™ PP-Bizon | High Roller (Well-Worn);17.6;23.89;23.76;23.86;3.41;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20PP-Bizon%20%7C%20High%20Roller%20%28Well-Worn%29
40379;Sticker | KRIMZ (Foil) | Krakow 2017;85;98;97.9;98;15.5;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20KRIMZ%20%28Foil%29%20%7C%20Krakow%202017
40428;Sticker | LGB eSports (Foil) | Katowice 2015;1570;1685;1684.5;1685;359.98;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20LGB%20eSports%20%28Foil%29%20%7C%20Katowice%202015
778439;★ Survival Knife | Crimson Web (Factory New);7110;8999;7649.5;7650;1097.01;https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Crimson%20Web%20%28Factory%20New%29
43269;★ StatTrak™ Bayonet | Black Laminate (Field-Tested);1760;1888;1887.5;1888;600;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Bayonet%20%7C%20Black%20Laminate%20%28Field-Tested%29
879008;Sticker | Jame (Gold) | Stockholm 2021;156;178;177.5;178;27.5;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Jame%20%28Gold%29%20%7C%20Stockholm%202021
39483;StatTrak™ SCAR-20 | Outbreak (Battle-Scarred);0.74;1.05;1.04;1.05;0.23;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SCAR-20%20%7C%20Outbreak%20%28Battle-Scarred%29
911673;Sticker | Aleksib (Gold) | Rio 2022;42.5;55.5;55.4;55.5;22.85;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Aleksib%20%28Gold%29%20%7C%20Rio%202022
760859;Sticker | cajunb (Foil) | London 2018;4;4.6;4.59;4.6;0.82;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20cajunb%20%28Foil%29%20%7C%20London%202018
871150;M249 | Midnight Palm (Well-Worn);3;3.95;3.94;3.95;0.65;https://steamcommunity.com/market/listings/730/M249%20%7C%20Midnight%20Palm%20%28Well-Worn%29
40071;Sticker | Edward | Cologne 2015;6.1;8.67;8.66;8.67;1.46;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Edward%20%7C%20Cologne%202015
35306;M4A4 | Howl (Well-Worn);18250;21419.5;21419;21419.5;3071.63;https://steamcommunity.com/market/listings/730/M4A4%20%7C%20Howl%20%28Well-Worn%29
768208;Sticker | Fnatic (Holo) | Katowice 2019;15.2;16.5;16.4;16.5;2.85;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Fnatic%20%28Holo%29%20%7C%20Katowice%202019
872038;★ Butterfly Knife | Freehand (Battle-Scarred);3850;3995.5;3995;3995.5;636.82;https://steamcommunity.com/market/listings/730/%E2%98%85%20Butterfly%20Knife%20%7C%20Freehand%20%28Battle-Scarred%29
40421;Sticker | Kvik | Boston 2018;4.5;5.76;5.75;5.76;0.86;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Kvik%20%7C%20Boston%202018
768315;Sticker | Brollan | Katowice 2019;0.3;1.19;1.18;1.19;0.19;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Brollan%20%7C%20Katowice%202019
775461;Sealed Graffiti | Little Bock (Monarch Blue);0.68;1.23;1.22;1.23;0.18;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Little%20Bock%20%28Monarch%20Blue%29
775315;Sealed Graffiti | Fart (Blood Red);0;1.32;1.31;1.32;0.23;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Fart%20%28Blood%20Red%29
775218;Sealed Graffiti | BOOM (Bazooka Pink);0.8;3.7;1.66;1.67;0.24;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20BOOM%20%28Bazooka%20Pink%29
775287;Sealed Graffiti | Applause (Bazooka Pink);0.6;2.8;1.31;1.32;0.19;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Applause%20%28Bazooka%20Pink%29
775929;Sealed Graffiti | Applause (Jungle Green);0.52;1.29;1.28;1.29;0.21;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Applause%20%28Jungle%20Green%29
775215;Sealed Graffiti | Smirk (Tiger Orange);0.27;1.09;1.08;1.09;0.16;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Smirk%20%28Tiger%20Orange%29
774802;Sealed Graffiti | Dead Now (Shark White);1.8;2.42;2.41;2.42;0.39;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Dead%20Now%20%28Shark%20White%29
774724;Sealed Graffiti | Puke (Shark White);0.7;2.02;2.01;2.02;0.34;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Puke%20%28Shark%20White%29
41019;Sticker | Virtus.Pro (Foil) | Cluj-Napoca 2015;37.8;45.68;45.58;45.68;8.08;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Virtus.Pro%20%28Foil%29%20%7C%20Cluj-Napoca%202015
40885;Sticker | TaZ (Foil) | MLG Columbus 2016;10;30;24.17;24.27;3.48;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20TaZ%20%28Foil%29%20%7C%20MLG%20Columbus%202016
780272;Sticker | Lord of Skulls (Holo);4.8;5.15;5.14;5.15;0.89;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Lord%20of%20Skulls%20%28Holo%29
911557;Sticker | FL1T (Holo) | Rio 2022;8;9.9;9.89;9.9;1.56;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20FL1T%20%28Holo%29%20%7C%20Rio%202022
760500;Sticker | yay | London 2018;1.8;1.96;1.95;1.96;0.46;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20yay%20%7C%20London%202018
775303;Sealed Graffiti | Applause (Frog Green);0.41;1.4;0.97;0.98;0.14;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Applause%20%28Frog%20Green%29
775141;Sealed Graffiti | Uh Oh (Shark White);0.15;1;0.76;0.77;0.11;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Uh%20Oh%20%28Shark%20White%29
770038;★ Ursus Knife | Ultraviolet (Factory New);3310;4055;4054.5;4055;748.21;https://steamcommunity.com/market/listings/730/%E2%98%85%20Ursus%20Knife%20%7C%20Ultraviolet%20%28Factory%20New%29
35468;MAG-7 | Cobalt Core (Well-Worn);1.4;1.47;1.46;1.47;0.31;https://steamcommunity.com/market/listings/730/MAG-7%20%7C%20Cobalt%20Core%20%28Well-Worn%29
895618;Sticker | juanflatroo (Gold) | Antwerp 2022;9.6;10.76;10.66;10.76;1.69;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20juanflatroo%20%28Gold%29%20%7C%20Antwerp%202022
37798;Souvenir MP7 | Orange Peel (Battle-Scarred);1.6;2.89;2.88;2.89;0.51;https://steamcommunity.com/market/listings/730/Souvenir%20MP7%20%7C%20Orange%20Peel%20%28Battle-Scarred%29
35464;MAG-7 | Cobalt Core (Battle-Scarred);0.75;1.08;1.07;1.08;0.18;https://steamcommunity.com/market/listings/730/MAG-7%20%7C%20Cobalt%20Core%20%28Battle-Scarred%29
43064;★ M9 Bayonet | Blue Steel (Factory New);3390;4200;3848.87;3849.37;552;https://steamcommunity.com/market/listings/730/%E2%98%85%20M9%20Bayonet%20%7C%20Blue%20Steel%20%28Factory%20New%29
40459;Sticker | Luminosity Gaming (Foil) | Cluj-Napoca 2015;86;105;104.5;105;15.21;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Luminosity%20Gaming%20%28Foil%29%20%7C%20Cluj-Napoca%202015
835724;G3SG1 | Ancient Ritual (Well-Worn);2.1;5.49;5.48;5.49;1.06;https://steamcommunity.com/market/listings/730/G3SG1%20%7C%20Ancient%20Ritual%20%28Well-Worn%29
42907;★ Huntsman Knife | Crimson Web (Battle-Scarred);830;872.99;872.49;872.99;140.76;https://steamcommunity.com/market/listings/730/%E2%98%85%20Huntsman%20Knife%20%7C%20Crimson%20Web%20%28Battle-Scarred%29
759585;★ Ursus Knife | Case Hardened (Factory New);1500;1605;1604.5;1605;373.25;https://steamcommunity.com/market/listings/730/%E2%98%85%20Ursus%20Knife%20%7C%20Case%20Hardened%20%28Factory%20New%29
775612;Sealed Graffiti | Broken Heart (Battle Green);1.6;1.73;1.72;1.73;0.27;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Broken%20Heart%20%28Battle%20Green%29
775130;Sealed Graffiti | Dizzy (Tracer Yellow);1.3;2.07;2.06;2.07;0.32;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Dizzy%20%28Tracer%20Yellow%29
772356;Sticker | CR4ZY (Foil) | Berlin 2019;18;18.5;18.4;18.5;3.12;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20CR4ZY%20%28Foil%29%20%7C%20Berlin%202019
879005;Sticker | sjuush (Gold) | Stockholm 2021;12;16.9;16.8;16.9;3.28;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20sjuush%20%28Gold%29%20%7C%20Stockholm%202021
775958;MAC-10 | Red Filigree (Factory New);369;400.9;400.4;400.9;89.85;https://steamcommunity.com/market/listings/730/MAC-10%20%7C%20Red%20Filigree%20%28Factory%20New%29
835894;XM1014 | Ancient Lore (Minimal Wear);170;188.39;187.89;188.39;31.51;https://steamcommunity.com/market/listings/730/XM1014%20%7C%20Ancient%20Lore%20%28Minimal%20Wear%29
36204;P90 | Teardown (Well-Worn);2.8;3.85;3.84;3.85;0.57;https://steamcommunity.com/market/listings/730/P90%20%7C%20Teardown%20%28Well-Worn%29
911709;Sticker | cadiaN (Gold) | Rio 2022;130;169;168.5;169;64.29;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20cadiaN%20%28Gold%29%20%7C%20Rio%202022
876091;Sticker | ENCE (Foil) | Stockholm 2021;4.3;4.99;4.98;4.99;0.86;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20ENCE%20%28Foil%29%20%7C%20Stockholm%202021
34068;AWP | BOOM (Factory New);1590;1660.86;1660.36;1660.86;316.9;https://steamcommunity.com/market/listings/730/AWP%20%7C%20BOOM%20%28Factory%20New%29
768221;Sticker | arT | Katowice 2019;9.8;12.9;12.8;12.9;1.85;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20arT%20%7C%20Katowice%202019
760138;★ StatTrak™ Ursus Knife | Stained (Minimal Wear);820;890;889.5;890;173.96;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Ursus%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29
777059;★ StatTrak™ Survival Knife | Stained (Field-Tested);676;717.99;717.49;717.99;146.97;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Stained%20%28Field-Tested%29
34664;FAMAS | Neural Net (Well-Worn);4.5;5.61;5.6;5.61;0.93;https://steamcommunity.com/market/listings/730/FAMAS%20%7C%20Neural%20Net%20%28Well-Worn%29
40560;Sticker | NEO | Krakow 2017;11.5;13.37;13.27;13.37;1.92;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20NEO%20%7C%20Krakow%202017
775359;Sealed Graffiti | Goofy (Battle Green);1;1.31;1.3;1.31;0.19;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Goofy%20%28Battle%20Green%29
835986;R8 Revolver | Night (Factory New);12.8;14.5;14.4;14.5;2.78;https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Night%20%28Factory%20New%29
776114;M249 | Jungle (Factory New);14.2;18.58;18.48;18.58;3.01;https://steamcommunity.com/market/listings/730/M249%20%7C%20Jungle%20%28Factory%20New%29
41668;Sticker | mousesports (Foil) | Boston 2018;105;132;131.5;132;25.85;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20mousesports%20%28Foil%29%20%7C%20Boston%202018
40728;Sticker | SK Gaming (Foil) | Cologne 2016;87;99.38;99.28;99.38;14.5;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20SK%20Gaming%20%28Foil%29%20%7C%20Cologne%202016
40223;Sticker | Gambit Gaming (Foil) | Cologne 2016;81;87.32;87.22;87.32;13.71;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Gambit%20Gaming%20%28Foil%29%20%7C%20Cologne%202016
40204;Sticker | G2 Esports (Holo) | Atlanta 2017;331;379;378.5;379;90.11;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20G2%20Esports%20%28Holo%29%20%7C%20Atlanta%202017
36185;P90 | Shallow Grave (Battle-Scarred);9.9;10.75;10.65;10.75;1.85;https://steamcommunity.com/market/listings/730/P90%20%7C%20Shallow%20Grave%20%28Battle-Scarred%29
39981;Sticker | Counter Logic Gaming (Foil) | Katowice 2015;490;585.5;585;585.5;113.51;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Counter%20Logic%20Gaming%20%28Foil%29%20%7C%20Katowice%202015
34381;Cologne 2016 Legends (Holo-Foil);95;102.4;101.9;102.4;16.87;https://steamcommunity.com/market/listings/730/Cologne%202016%20Legends%20%28Holo-Foil%29
34252;Boston 2018 Attending Legends (Holo-Foil);67;85;84.9;85;13.83;https://steamcommunity.com/market/listings/730/Boston%202018%20Attending%20Legends%20%28Holo-Foil%29
43278;★ StatTrak™ Bayonet | Boreal Forest (Well-Worn);900;1199.5;1199;1199.5;214.42;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Bayonet%20%7C%20Boreal%20Forest%20%28Well-Worn%29
43353;★ StatTrak™ Bowie Knife | Fade (Factory New);2020;2170;2169.5;2170;432;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Bowie%20Knife%20%7C%20Fade%20%28Factory%20New%29
40573;Sticker | Natus Vincere (Holo) | Cologne 2016;47;49.97;49.87;49.97;8.7;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Natus%20Vincere%20%28Holo%29%20%7C%20Cologne%202016
911686;Sticker | sinnopsyy (Holo) | Rio 2022;3.5;4.79;4.78;4.79;0.74;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20sinnopsyy%20%28Holo%29%20%7C%20Rio%202022
768153;Sticker | FaZe Clan (Foil) | Katowice 2019;43;44.78;44.68;44.78;7.39;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20FaZe%20Clan%20%28Foil%29%20%7C%20Katowice%202019
39881;Sticker | B1ad3 (Foil) | Cologne 2015;35.1;51.99;47.67;47.77;6.85;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20B1ad3%20%28Foil%29%20%7C%20Cologne%202015
776144;★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear);3720;4165;4164.5;4165;848.49;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Skeleton%20Knife%20%7C%20Case%20Hardened%20%28Minimal%20Wear%29
857719;StatTrak™ Negev | dev_texture (Well-Worn);2;3.05;3.04;3.05;0.5;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Negev%20%7C%20dev_texture%20%28Well-Worn%29
41604;Sticker | kennyS | MLG Columbus 2016;43;54.46;54.36;54.46;8.55;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20kennyS%20%7C%20MLG%20Columbus%202016
911309;Sticker | 9z Team (Holo) | Rio 2022;18;24.9;24.8;24.9;4.32;https://steamcommunity.com/market/listings/730/Sticker%20%7C%209z%20Team%20%28Holo%29%20%7C%20Rio%202022
760848;Sticker | DD (Gold) | London 2018;721;900;899.5;900;295.71;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20DD%20%28Gold%29%20%7C%20London%202018
776957;★ Paracord Knife | Stained (Battle-Scarred);620;645;644.5;645;118.61;https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Stained%20%28Battle-Scarred%29
43327;★ StatTrak™ Bayonet | Tiger Tooth (Factory New);2900;3079.3;3078.8;3079.3;575;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Bayonet%20%7C%20Tiger%20Tooth%20%28Factory%20New%29
876098;Patch | Virtus.Pro | Stockholm 2021;10.2;12.37;12.27;12.37;2.13;https://steamcommunity.com/market/listings/730/Patch%20%7C%20Virtus.Pro%20%7C%20Stockholm%202021
33928;AK-47 | Jet Set (Well-Worn);668;728.99;728.49;728.99;170.03;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jet%20Set%20%28Well-Worn%29
39477;StatTrak™ SCAR-20 | Grotto (Well-Worn);2;2.56;2.55;2.56;0.42;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SCAR-20%20%7C%20Grotto%20%28Well-Worn%29
34020;AUG | Copperhead (Minimal Wear);402;507.26;506.76;507.26;79.99;https://steamcommunity.com/market/listings/730/AUG%20%7C%20Copperhead%20%28Minimal%20Wear%29
40912;Sticker | Team EnVyUs (Foil) | Cluj-Napoca 2015;63;82;63.71;63.81;9.15;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Team%20EnVyUs%20%28Foil%29%20%7C%20Cluj-Napoca%202015
40497;Sticker | Maikelele | Cologne 2015;4;15;6.68;6.69;0.96;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Maikelele%20%7C%20Cologne%202015
877254;Souvenir Galil AR | CAUTION! (Well-Worn);36.5;65.99;65.89;65.99;11.05;https://steamcommunity.com/market/listings/730/Souvenir%20Galil%20AR%20%7C%20CAUTION%21%20%28Well-Worn%29
37673;Souvenir Galil AR | Sage Spray (Battle-Scarred);18.9;41.66;38.18;38.28;5.49;https://steamcommunity.com/market/listings/730/Souvenir%20Galil%20AR%20%7C%20Sage%20Spray%20%28Battle-Scarred%29
775273;M249 | Warbird (Factory New);4.1;4.75;4.74;4.75;0.74;https://steamcommunity.com/market/listings/730/M249%20%7C%20Warbird%20%28Factory%20New%29
38702;StatTrak™ Glock-18 | Blue Fissure (Well-Worn);18;19.99;19.89;19.99;3.41;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Glock-18%20%7C%20Blue%20Fissure%20%28Well-Worn%29
40031;Sticker | Dosia | MLG Columbus 2016;10.5;15.44;15.34;15.44;2.6;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Dosia%20%7C%20MLG%20Columbus%202016
38049;Souvenir Tec-9 | Army Mesh (Minimal Wear);28.1;40.98;40.88;40.98;6.22;https://steamcommunity.com/market/listings/730/Souvenir%20Tec-9%20%7C%20Army%20Mesh%20%28Minimal%20Wear%29
41806;Sticker | reltuC (Foil) | Cologne 2015;35;40.1;40;40.1;5.91;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20reltuC%20%28Foil%29%20%7C%20Cologne%202015
760935;Sticker | XANTARES (Foil) | London 2018;20;24.89;24.79;24.89;5.17;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20XANTARES%20%28Foil%29%20%7C%20London%202018
40060;Sticker | Edward (Foil) | Boston 2018;13.4;13.78;13.68;13.78;1.99;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Edward%20%28Foil%29%20%7C%20Boston%202018
760795;Sticker | USTILO (Foil) | London 2018;2.3;3.99;3.83;3.84;0.55;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20USTILO%20%28Foil%29%20%7C%20London%202018
38984;StatTrak™ MAG-7 | Hard Water (Well-Worn);11.8;17.53;16.15;16.25;2.33;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MAG-7%20%7C%20Hard%20Water%20%28Well-Worn%29
34678;FAMAS | Spitfire (Battle-Scarred);19;39.99;28.91;29.01;4.16;https://steamcommunity.com/market/listings/730/FAMAS%20%7C%20Spitfire%20%28Battle-Scarred%29
761451;Souvenir MAG-7 | Core Breach (Minimal Wear);18.3;28.96;28.86;28.96;4.18;https://steamcommunity.com/market/listings/730/Souvenir%20MAG-7%20%7C%20Core%20Breach%20%28Minimal%20Wear%29
842580;★ Broken Fang Gloves | Jade (Factory New);5610;10888;7008.7;7009.2;1005.12;https://steamcommunity.com/market/listings/730/%E2%98%85%20Broken%20Fang%20Gloves%20%7C%20Jade%20%28Factory%20New%29
872161;★ StatTrak™ Falchion Knife | Autotronic (Battle-Scarred);787;918;917.5;918;170.17;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Falchion%20Knife%20%7C%20Autotronic%20%28Battle-Scarred%29
39728;StatTrak™ USP-S | Cyrex (Battle-Scarred);19.2;19.5;19.4;19.5;3.27;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20USP-S%20%7C%20Cyrex%20%28Battle-Scarred%29
40205;Sticker | G2 Esports (Holo) | Boston 2018;30;33.4;33.3;33.4;4.99;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20G2%20Esports%20%28Holo%29%20%7C%20Boston%202018
45498;★ StatTrak™ M9 Bayonet | Case Hardened (Battle-Scarred);2260;2700;2699.5;2700;1150;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20M9%20Bayonet%20%7C%20Case%20Hardened%20%28Battle-Scarred%29
36586;SSG 08 | Tropical Storm (Field-Tested);22;24.9;24.8;24.9;3.96;https://steamcommunity.com/market/listings/730/SSG%2008%20%7C%20Tropical%20Storm%20%28Field-Tested%29
836067;Sealed Graffiti | Recoil AWP (Desert Amber);15.7;88.88;36.07;36.17;5.17;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Recoil%20AWP%20%28Desert%20Amber%29
871809;P90 | Schematic (Well-Worn);17.3;30.56;30.46;30.56;4.44;https://steamcommunity.com/market/listings/730/P90%20%7C%20Schematic%20%28Well-Worn%29
772051;Sticker | apEX (Gold) | Berlin 2019;33.1;45.99;45.89;45.99;7.74;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20apEX%20%28Gold%29%20%7C%20Berlin%202019
41252;Sticker | chrisJ (Foil) | Atlanta 2017;82;109;108.5;109;20.44;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20chrisJ%20%28Foil%29%20%7C%20Atlanta%202017
37908;Souvenir P90 | Ash Wood (Factory New);16.8;17;16.9;17;3.15;https://steamcommunity.com/market/listings/730/Souvenir%20P90%20%7C%20Ash%20Wood%20%28Factory%20New%29
773759;StatTrak™ SCAR-20 | Assault (Well-Worn);0.91;1.2;1.19;1.2;0.26;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SCAR-20%20%7C%20Assault%20%28Well-Worn%29
43167;★ Shadow Daggers | Blue Steel (Well-Worn);408;430;429.5;430;78.08;https://steamcommunity.com/market/listings/730/%E2%98%85%20Shadow%20Daggers%20%7C%20Blue%20Steel%20%28Well-Worn%29
773873;★ StatTrak™ Classic Knife | Blue Steel (Minimal Wear);883;1049.99;1049.49;1049.99;182.5;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Classic%20Knife%20%7C%20Blue%20Steel%20%28Minimal%20Wear%29
42678;★ Falchion Knife | Urban Masked (Factory New);701;870;869.5;870;189.79;https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Urban%20Masked%20%28Factory%20New%29
911437;Sticker | jabbi (Holo) | Rio 2022;5.1;6.22;6.21;6.22;0.89;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20jabbi%20%28Holo%29%20%7C%20Rio%202022
772252;Sticker | BnTeT | Berlin 2019;0.65;1.27;0.76;0.77;0.11;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20BnTeT%20%7C%20Berlin%202019
38069;Souvenir Tec-9 | Toxic (Factory New);214;243;242.5;243;53.95;https://steamcommunity.com/market/listings/730/Souvenir%20Tec-9%20%7C%20Toxic%20%28Factory%20New%29
41352;Sticker | dupreeh | Boston 2018;7.7;9.01;9;9.01;1.29;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20dupreeh%20%7C%20Boston%202018
40909;Sticker | Team Dignitas | Katowice 2014;2700;2898.7;2898.2;2898.7;477.88;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Team%20Dignitas%20%7C%20Katowice%202014
40431;Sticker | LGB eSports | Katowice 2014;4410;5087.5;5087;5087.5;879.79;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20LGB%20eSports%20%7C%20Katowice%202014
37723;Souvenir M4A1-S | VariCamo (Battle-Scarred);82;94.67;94.57;94.67;16.42;https://steamcommunity.com/market/listings/730/Souvenir%20M4A1-S%20%7C%20VariCamo%20%28Battle-Scarred%29
36099;P250 | Whiteout (Battle-Scarred);48;94.99;93.65;93.75;13.4;https://steamcommunity.com/market/listings/730/P250%20%7C%20Whiteout%20%28Battle-Scarred%29
36247;PP-Bizon | Forest Leaves (Field-Tested);6.9;26;7.55;7.56;1.08;https://steamcommunity.com/market/listings/730/PP-Bizon%20%7C%20Forest%20Leaves%20%28Field-Tested%29
759438;★ Navaja Knife | Blue Steel (Battle-Scarred);361;409;408.5;409;69.55;https://steamcommunity.com/market/listings/730/%E2%98%85%20Navaja%20Knife%20%7C%20Blue%20Steel%20%28Battle-Scarred%29
772383;Sticker | Syman Gaming | Berlin 2019;1.1;1.37;1.32;1.33;0.19;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Syman%20Gaming%20%7C%20Berlin%202019
757532;★ Sport Gloves | Omega (Factory New);19380;21490;21283.92;21284.42;3042.37;https://steamcommunity.com/market/listings/730/%E2%98%85%20Sport%20Gloves%20%7C%20Omega%20%28Factory%20New%29
768339;Sticker | Twistzz (Foil) | Katowice 2019;36.6;41.79;41.69;41.79;6.56;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Twistzz%20%28Foil%29%20%7C%20Katowice%202019
